2.9408,3.1319,2.9408,1138969,3.0173
3.1395,3.1395,3.0173,168255,3.0783
3.0631,3.086,3.0173,78530,3.0554
2.9867,3.0554,2.9867,128747,3.0173
3.0478,3.0631,3.002,81093,3.0554
3.0249,3.0554,2.9867,74279,3.0249
3.0249,3.0249,2.9026,57919,3.0173
2.9485,2.9791,2.9255,39807,2.9715
2.9715,2.9791,2.9103,69872,2.9332
2.9026,2.9332,2.788,35086,2.9332
2.7958,2.9408,2.7958,70253,2.9408
2.9408,2.9408,2.8645,49510,2.8721
2.9026,2.9255,2.9026,61620,2.9255
2.9255,2.9255,2.8797,30718,2.9026
2.9026,3.0478,2.8875,88758,3.0478
3.0478,3.0935,2.9867,69062,3.0478
3.0478,3.0935,3.0402,108555,3.0554
3.0707,3.0707,3.002,42658,3.0554
3.0554,3.0554,2.8875,33949,2.8875
2.9408,2.9637,2.9026,10959,2.9561
2.9178,2.9561,2.9178,9638,2.9255
2.9255,2.9255,2.9026,6094,2.9255
2.9026,3.002,2.8797,32131,2.9944
3.0554,3.1319,2.9408,29435,2.9408
2.9408,3.0173,2.9103,17000,2.9103
2.9944,2.9944,2.9178,48674,2.9867
2.9867,2.9944,2.9103,16817,2.9791
2.9791,2.9944,2.9485,22440,2.9867
2.9867,3.0478,2.9791,69560,3.0478
3.0402,3.0478,3.0249,32837,3.0478
3.0478,3.0478,2.9791,115669,3.0478
3.0478,3.0478,2.8797,26258,2.9026
2.8263,2.9408,2.7958,19172,2.9178
2.9026,3.0478,2.9026,37087,2.9485
2.9026,3.002,2.9026,12369,2.9791
2.8416,2.9561,2.8416,40605,2.9408
2.9332,2.9791,2.9178,29448,2.9715
2.9791,2.9791,2.9715,15510,2.9715
2.9715,3.2081,2.9715,190486,3.1777
3.3228,3.3228,3.1548,85449,3.2081
3.2235,3.2539,3.1777,48242,3.2081
3.2081,3.5137,3.2081,118405,3.3992
3.3763,3.4984,3.2158,73325,3.4984
3.6589,3.7887,3.5978,204793,3.7887
3.8193,3.8881,3.7735,132004,3.7887
3.7964,3.8193,3.636,89213,3.8117
3.7887,4.0026,3.7887,109903,3.9797
4.1477,4.4379,4.0638,229222,4.4379
4.8122,4.8199,4.2241,151174,4.4608
4.4379,4.4608,4.2547,65975,4.3463
4.3387,4.5907,4.3005,38892,4.3234
4.3617,4.3617,4.102,39205,4.3157
4.2776,4.2776,4.0867,78476,4.1325
4.1706,4.2089,3.9797,89658,4.2013
4.27,4.27,3.9874,55735,4.1325
4.1477,4.2013,3.8423,33778,4.2013
4.2013,4.3617,4.1401,42267,4.3234
4.354,4.7435,4.354,82832,4.5831
4.5831,4.5907,4.4533,35363,4.5525
4.4608,4.5678,4.4533,49681,4.4761
4.4379,4.5373,4.4303,112008,4.4379
4.3998,4.4227,4.2471,51497,4.2624
4.3082,4.4227,4.2089,65085,4.2853
4.4456,4.7282,4.2853,290437,4.6594
4.7817,4.8199,4.5068,202216,4.6977
4.7358,4.7358,4.5143,55723,4.5831
4.4761,4.5907,4.4608,76634,4.5143
4.4761,4.8047,4.4761,222055,4.8047
4.8199,4.8505,4.7053,96263,4.7971
4.8276,4.8276,4.5373,50910,4.7817
4.629,4.7894,4.629,36381,4.7817
4.7435,4.7435,4.629,9232,4.7358
4.7358,4.7817,4.6365,13861,4.7741
4.9345,5.2019,4.9345,171472,5.1254
5.2936,5.3547,5.1636,73888,5.2324
5.1865,5.2324,5.1712,50347,5.2019
5.2248,5.4157,5.2019,74736,5.3547
5.4157,5.4998,5.3088,115762,5.3088
5.2782,5.3547,5.217,68199,5.3393
5.7366,5.7366,5.217,82387,5.3698
5.0491,5.7366,5.0491,63452,5.7137
5.7137,6.1184,5.7137,129257,6.0116
6.0344,6.0344,5.7977,66813,5.8741
5.897,6.1184,5.5991,232111,5.622
5.7366,5.8129,5.5533,48323,5.6143
5.4844,5.7366,5.4693,31608,5.4693
5.5839,5.897,5.5839,139222,5.7289
5.8129,5.8894,5.5839,83826,5.6983
5.8436,5.8436,5.6372,29216,5.7059
5.7059,5.7059,5.515,37205,5.6907
5.6829,5.6983,5.5455,66420,5.6983
5.6983,5.8511,5.6601,78007,5.6907
5.7366,5.8129,5.5379,73965,5.6372
5.5533,5.6372,5.3851,50203,5.4922
5.4386,5.5455,5.4006,41441,5.5073
5.5303,5.5839,5.3927,38735,5.5455
5.5379,5.5379,5.4157,26155,5.4615
5.4386,5.5379,5.3927,48661,5.3927
5.4922,5.7289,5.3851,63387,5.6907
5.7059,6.0498,5.3851,118520,6.0344
6.4241,6.8747,6.3095,217581,6.4852
6.4852,6.4852,6.1568,141916,6.233
6.1338,6.4241,6.1338,123594,6.3095
6.3476,6.4241,6.172,124902,6.4241
6.7295,6.7295,6.3171,115644,6.3325
6.3782,6.3782,6.0498,143052,6.1873
6.1184,6.1184,5.9123,69951,5.9123
5.8894,6.1184,5.8206,34970,6.0727
6.0803,6.0803,5.8816,24728,5.9427
6.1109,6.1109,5.8511,61870,5.9656
5.8511,6.2713,5.8358,62365,6.126
6.1184,6.1184,5.9656,45129,6.0421
5.8894,6.004,5.8129,42800,5.8129
5.8053,6.004,5.7366,40972,5.7442
5.9123,5.9123,5.6754,45170,5.6754
5.7747,5.8129,5.4844,58574,5.4922
5.4922,5.5913,5.4922,52754,5.5226
5.5991,5.8129,5.5913,50923,5.5991
5.7747,5.8511,5.4386,59292,5.7824
5.8053,5.8282,5.5991,18950,5.7518
5.8053,5.8053,5.5839,30092,5.5839
5.5455,5.7366,5.5455,28274,5.6983
5.6754,5.6829,5.515,45000,5.6601
5.6601,5.7366,5.6067,34865,5.6601
5.8436,5.9656,5.7747,50050,5.8587
5.7366,5.7366,5.431,72031,5.5455
5.5073,5.5073,5.3165,66106,5.431
5.5839,5.5913,5.3698,18100,5.4998
5.4693,5.622,5.3927,28809,5.5763
5.6143,5.6143,5.431,19040,5.431
5.5685,5.5685,5.3547,15273,5.4768
5.431,5.5455,5.4234,16740,5.5226
5.5226,5.5226,5.2782,18008,5.4463
5.2782,5.3547,4.9038,53696,4.9038
4.9727,4.9727,4.5602,112884,4.8276
4.881,4.9651,4.8122,42436,4.9422
4.9727,5.263,4.9727,19460,5.2248
5.1484,5.1484,4.8199,31529,5.0033
5.1179,5.1712,4.9267,30471,4.9267
5.0491,5.0491,4.8963,5387,4.9956
4.8199,4.9727,4.7053,88430,4.7588
4.5143,4.5143,4.0638,176232,4.1325
4.0638,4.3617,4.0638,108816,4.2547
4.3463,4.354,4.0561,29553,4.3157
4.1783,4.186,3.5366,120574,3.9339
3.7659,3.9568,3.5595,150468,3.6894
3.7659,3.7659,3.4068,115200,3.5672
3.1777,3.3533,2.6735,244497,2.8645
2.8568,3.0478,2.5436,206274,3.0325
3.0935,3.2388,2.8797,137023,2.9332
3.002,3.002,2.7499,44559,2.8338
2.8645,3.0249,2.7499,66602,2.9255
3.0402,3.1319,2.9944,68105,3.0325
3.0554,3.1624,3.0173,88664,3.1624
3.3992,3.3992,3.2464,117596,3.2693
3.2769,3.3305,3.0554,67878,3.1777
2.9103,3.1777,2.9103,74882,3.17
3.2464,3.3609,3.0173,56070,3.1777
3.2617,3.2617,3.086,32444,3.2081
3.3152,3.3533,3.2081,31476,3.2693
3.3305,3.8193,3.2235,123076,3.7583
3.7964,3.7964,3.4374,81269,3.4374
3.5137,3.552,3.3609,41024,3.4603
3.5137,3.552,3.1548,49380,3.3152
3.1395,3.3228,3.0554,57675,3.2081
3.2006,3.2847,3.1319,41646,3.2693
3.2693,3.2693,3.1624,23671,3.2693
3.3457,3.3457,3.1624,16325,3.2769
3.4374,3.4374,3.2081,35142,3.2617
3.2847,3.2847,3.1166,32708,3.2081
3.3076,3.3076,3.1011,44025,3.1319
3.2464,3.3609,3.17,52988,3.17
3.2006,3.2539,3.17,31114,3.2388
3.2006,3.2081,3.1319,20081,3.2081
3.17,3.2006,3.0554,20592,3.1624
3.1395,3.1395,3.0783,6433,3.1319
3.1011,3.1395,2.9791,39544,3.0935
3.0325,3.0935,3.0249,15509,3.086
3.0173,3.0249,2.9867,45066,3.0249
3.0249,3.0249,2.8645,29666,2.9408
2.9408,2.9791,2.8263,40037,2.9026
2.9103,2.9255,2.8338,38314,2.9026
2.9026,3.5137,2.9026,333559,3.4221
3.468,3.743,3.2081,220369,3.4755
3.4374,3.4374,3.3305,34317,3.3686
3.3763,3.3763,3.2464,24279,3.3533
3.4984,3.4984,3.3609,26196,3.3915
3.445,3.445,3.3763,10131,3.3763
3.3763,3.4297,3.2847,32431,3.3609
3.3533,3.3533,3.2081,53069,3.2235
3.1472,3.3533,3.1472,24017,3.2847
3.17,3.2769,3.1472,32171,3.2769
3.2464,3.3686,3.2464,32622,3.3076
3.3457,3.3457,3.2693,10836,3.2693
3.2847,3.2847,3.1319,12574,3.2464
3.2464,3.2539,3.17,10567,3.1929
3.1929,3.2464,3.1472,25232,3.1624
3.2006,3.2311,3.1319,26392,3.1548
3.1319,3.1319,3.0173,37935,3.0173
3.0249,3.1852,3.0249,20695,3.0554
3.1319,3.1319,2.9791,5301,3.0402
3.0402,3.1241,2.9408,59477,3.1241
3.0173,3.1241,2.9791,45551,3.0478
3.0402,3.0707,2.9791,35938,2.9867
2.5207,2.5972,2.2991,403922,2.4137
2.3679,2.3757,2.0242,190496,2.0624
1.9096,2.2075,1.9096,142262,2.1159
2.1387,2.1922,2.0013,48600,2.1006
2.1159,2.1617,2.0624,21347,2.1463
2.1541,2.2075,2.0776,32050,2.2075
2.2381,2.2381,2.1006,33268,2.177
2.2381,2.2381,2.0624,42239,2.1234
2.1846,2.1846,1.9936,27191,2.1159
2.0624,2.1387,2.0166,24181,2.0318
2.0318,2.0776,1.9784,28071,2.0624
1.986,2.0547,1.9096,45330,1.9249
1.9096,2.1312,1.7569,106249,2.0624
2.0701,2.0776,1.9479,47919,1.963
1.9936,2.0701,1.8332,40955,1.8332
1.8179,1.9784,1.8179,28583,1.9096
1.9402,2.0242,1.9096,16713,2.0242
2.0624,2.2075,2.0242,60241,2.2075
2.2152,2.4367,2.2152,85360,2.3298
2.3679,2.3679,2.1846,45494,2.1846
2.1693,2.1693,2.0318,13960,2.1312
2.1006,2.2304,2.0624,21986,2.1846
2.177,2.2533,2.1082,113463,2.1463
2.177,2.2381,2.0624,31087,2.2152
2.2152,2.3449,2.2152,77163,2.3449
2.3449,2.3449,2.1846,40074,2.322
2.177,2.2916,2.177,38411,2.2916
2.2916,2.2916,2.1387,12604,2.2075
2.2687,2.2687,2.0547,66803,2.1006
2.0624,2.0853,1.9936,38975,2.0242
1.879,2.0776,1.879,53176,1.986
2.0242,2.0624,1.9173,61260,1.9173
1.9096,1.9096,1.8332,156884,1.8561
1.8561,1.9019,1.8485,109394,1.8561
1.9784,2.0624,1.9096,40708,1.9402
1.9479,2.0013,1.9096,28698,2.0013
1.986,2.0394,1.8485,4672,2.0242
1.9707,1.9784,1.9096,14303,1.9784
2.0547,2.0547,1.8714,1767,1.9936
1.8485,1.9402,1.8103,19331,1.9173
1.8485,1.8943,1.8332,26723,1.879
1.8332,1.8332,1.7873,47410,1.8256
1.8027,1.8714,1.7645,21826,1.8256
1.8256,1.8714,1.7645,7998,1.8179
1.8103,1.8638,1.6881,28505,1.8103
1.7569,1.8103,1.7569,18932,1.7569
1.6193,1.8103,1.6193,54600,1.7569
1.8103,1.8485,1.7645,7922,1.8332
1.8409,1.9402,1.7722,8734,1.8332
1.7645,1.7722,1.7569,8215,1.7569
1.6957,1.8103,1.6805,44940,1.7569
1.7569,1.8332,1.711,10175,1.711
1.8179,1.8409,1.7569,42219,1.8332
1.8409,1.9096,1.8332,16400,1.8561
1.8332,1.8332,1.7873,3729,1.8256
1.8485,1.8485,1.795,23570,1.8409
1.9096,1.9096,1.8027,5562,1.879
1.8714,1.879,1.7645,12323,1.879
1.9019,1.9479,1.8103,34937,1.9019
1.9784,1.9784,1.8409,14728,1.9326
1.9096,1.986,1.8409,30608,1.9019
1.879,1.9019,1.8179,19458,1.9019
1.7569,1.8714,1.7569,28933,1.8714
1.9019,1.9555,1.8714,2250,1.9096
1.9402,1.9402,1.9096,13554,1.9096
1.9096,1.9707,1.8714,3914,1.9707
1.9707,1.9707,1.879,8536,1.879
1.963,1.963,1.8561,16101,1.9096
1.9096,1.9479,1.9096,31873,1.9096
1.9479,2.0089,1.9479,37195,1.986
1.986,2.0394,1.986,8994,2.0394
1.9936,2.0089,1.986,11477,2.0089
2.0624,2.1617,2.0166,45408,2.1159
2.0624,2.1312,2.0318,12220,2.1159
2.1387,2.1387,2.0089,23146,2.0089
2.0394,2.0394,2.0089,24272,2.0242
1.986,2.1006,1.986,7222,2.0013
1.9936,2.0853,1.986,17943,2.0394
1.9936,2.0242,1.9479,14302,1.9479
1.9096,1.9096,1.8256,5624,1.9019
1.8409,1.8943,1.8409,1584,1.8866
1.8332,1.9019,1.8332,2736,1.9019
1.9479,1.9479,1.8409,3966,1.8409
1.8409,2.0624,1.7569,35631,2.0624
2.0166,2.0166,1.9096,927,2.0166
1.986,2.0089,1.9096,19563,1.9784
1.9096,2.047,1.9096,63289,2.0394
2.0624,2.0624,1.9096,21613,1.9707
1.9326,1.9784,1.8409,8182,1.963
1.8714,1.9173,1.8332,36354,1.8485
1.8561,1.8943,1.8027,8433,1.8332
1.8332,1.9326,1.8103,2762,1.8866
1.8714,1.8866,1.8103,6978,1.8332
1.8332,1.8409,1.7798,38292,1.795
1.795,1.8485,1.795,18538,1.8485
1.8332,1.8866,1.8332,8182,1.8866
1.9096,1.963,1.8943,29498,1.8943
1.879,2.0089,1.879,25737,1.9479
1.795,2.0166,1.795,11563,1.9936
2.0089,2.2458,2.0089,119772,2.1922
2.2916,2.3298,2.0624,76079,2.1617
2.1463,2.1541,2.0624,13576,2.1312
2.2075,2.2152,2.1082,15302,2.1846
2.2152,2.2458,2.1541,32721,2.2075
2.2381,2.2381,2.1387,8265,2.1999
2.2152,2.2152,2.1006,37853,2.1846
2.1846,2.2228,2.1234,14165,2.1387
2.2075,2.2075,2.1159,1538,2.1846
2.1006,2.1006,1.9096,58668,1.9784
2.0624,2.0624,1.795,32744,1.9555
1.963,1.963,1.8638,9109,1.9019
1.963,1.963,1.8485,2326,1.9326
1.9249,1.9479,1.8332,16402,1.9096
1.879,1.8866,1.795,20950,1.8866
1.8866,1.8866,1.7645,5510,1.8332
1.7569,1.9096,1.7569,16463,1.8332
1.8714,1.986,1.8103,23969,1.9326
2.0853,2.0853,1.879,27711,1.9479
1.9096,1.9479,1.8332,15920,1.9402
1.9096,1.9096,1.8332,3334,1.8332
1.8714,2.047,1.8103,16554,1.9096
1.9326,1.9326,1.8332,127264,1.8638
1.8638,1.879,1.8103,3819,1.8714
1.8638,1.8638,1.8103,10056,1.8485
1.8179,1.8561,1.795,4111,1.795
1.8943,1.8943,1.795,3188,1.8256
1.8179,1.8256,1.7645,2019,1.8256
1.8179,1.8256,1.7798,9181,1.8256
1.795,1.795,1.7569,12717,1.795
1.8332,1.8332,1.7645,3667,1.8256
1.8638,1.8638,1.7645,30079,1.7645
1.8027,1.8027,1.6805,22433,1.7798
1.711,1.7798,1.6805,13211,1.7798
1.7798,1.8561,1.7263,1891,1.8179
1.8256,1.8256,1.7645,4452,1.8179
1.7645,1.8485,1.7645,1971,1.7722
1.8256,1.8256,1.7339,3965,1.7873
1.7186,1.8027,1.7186,1660,1.8027
1.7645,1.7722,1.7186,10656,1.7339
1.7798,1.7798,1.711,5792,1.7339
1.7873,1.7873,1.7186,1748,1.7493
1.7186,1.7415,1.6881,6612,1.7033
1.8027,1.8027,1.7033,1114,1.7722
1.7722,1.7722,1.7645,159,1.7645
1.7569,1.7569,1.6805,2902,1.6805
1.7415,1.7569,1.5887,5974,1.6728
1.5277,1.6805,1.5277,852,1.6575
1.5277,1.6957,1.5277,1697,1.6957
1.7645,1.7645,1.5658,4813,1.6041
1.6575,1.7569,1.4971,31266,1.5582
1.5429,1.5582,1.4131,22565,1.4437
1.4284,1.5277,1.3979,17765,1.4437
1.4284,1.5124,1.3368,8189,1.4513
1.4513,1.4513,1.4513,929,1.4513
1.4666,1.4666,1.375,9138,1.4437
1.4437,1.4513,1.3063,3142,1.4437
1.4437,1.4742,1.375,834,1.4437
1.375,1.4208,1.2375,41459,1.2679
1.2299,1.3368,1.2299,3872,1.3368
1.3368,1.3368,1.2679,8645,1.2986
1.2375,1.3139,1.2222,5445,1.2299
1.2909,1.2909,1.2528,2139,1.2679
1.2679,1.3139,1.2604,9238,1.2604
1.2604,1.2679,1.2604,2736,1.2679
1.2299,1.2986,1.2299,1761,1.2604
1.2604,1.2604,1.2604,523,1.2604
1.2604,1.3368,1.2604,9518,1.3139
1.3597,1.3673,1.2986,1132,1.3368
1.3597,1.3597,1.2222,7516,1.2604
1.2604,1.2986,1.2069,8856,1.2756
1.2986,1.2986,1.2604,3300,1.2604
1.2604,1.2604,1.2222,7195,1.2299
1.2909,1.2909,1.184,22124,1.2069
1.2069,1.2679,1.1305,6705,1.2375
1.2604,1.3673,1.2604,23625,1.3597
1.3597,1.4055,1.3063,15745,1.375
1.375,1.4055,1.375,1249,1.4055
1.4055,1.4055,1.3215,2642,1.3215
1.3292,1.3368,1.2222,2132,1.2986
1.2986,1.3368,1.2833,2097,1.2833
1.3368,1.375,1.3368,2023,1.375
1.3368,1.4055,1.2986,5748,1.3902
1.3902,1.4131,1.3368,19367,1.4055
1.4055,1.4055,1.2833,10063,1.4055
1.4131,1.4131,1.3292,8883,1.3368
1.2986,1.4055,1.1993,17486,1.2756
1.2375,1.2528,1.2222,20658,1.2528
1.2069,1.2299,1.1763,8996,1.2299
1.184,1.2604,1.184,6786,1.2375
1.2679,1.2679,1.184,6548,1.2222
1.2222,1.3139,1.2222,7257,1.2986
1.3063,1.3063,1.2604,5303,1.3063
1.3063,1.3368,1.2604,8527,1.3292
1.2909,1.459,1.2604,20365,1.4513
1.4361,1.4513,1.2986,5472,1.2986
1.4284,1.4284,1.3063,3148,1.3673
1.375,1.4208,1.2909,1704,1.3902
1.4131,1.4131,1.2833,9588,1.2909
1.3673,1.3673,1.2679,20041,1.3215
1.2756,1.3368,1.2375,31584,1.3368
1.3368,1.3368,1.2986,1610,1.3292
1.3215,1.3215,1.2375,127,1.3215
1.3215,1.375,1.3215,21925,1.3673
1.375,1.375,1.3215,5732,1.3597
1.375,1.375,1.2756,33279,1.3215
1.3215,1.3292,1.2986,10738,1.2986
1.352,1.352,1.2986,10708,1.3292
1.2833,1.3139,1.2451,20450,1.2986
1.2986,1.2986,1.2909,2749,1.2909
1.352,1.352,1.2833,12174,1.2833
1.2756,1.3292,1.2604,6730,1.3292
1.3368,1.3368,1.2679,4333,1.2986
1.2679,1.2679,1.2604,9506,1.2604
1.2604,1.3292,1.2375,1506,1.2986
1.2604,1.2604,1.1459,29759,1.2222
1.184,1.2222,1.1687,30177,1.1763
1.2146,1.2146,1.1459,3992,1.1535
1.184,1.2222,1.1687,6743,1.2069
1.2069,1.2222,1.1687,5262,1.1687
1.1687,1.1687,1.1076,6041,1.1687
1.1153,1.1535,1.1153,27084,1.1459
1.1305,1.1459,1.0922,15726,1.1459
1.1459,1.1459,1.0922,16217,1.0999
1.2222,1.2222,1.0771,44976,1.1459
1.0618,1.1076,1.0312,50891,1.0847
1.184,1.184,1.0694,20110,1.1153
1.1228,1.1459,1.1228,1964,1.1459
1.1459,1.1459,1.0999,943,1.1459
1.1076,1.1917,1.016,13715,1.1305
1.0542,1.1228,1.0236,9855,1.1228
1.016,1.1153,0.9243,23878,0.9932
1.0465,1.1076,1.0465,5865,1.0542
0.9932,1.0694,0.9091,71570,0.9854
0.9932,1.0542,0.9854,5161,0.9854
0.9932,1.0618,0.9932,6932,1.0618
1.0007,1.0618,1.0007,7568,1.0083
0.9166,0.9932,0.9091,26401,0.9932
1.0236,1.0236,1.0236,14,1.0236
1.0083,1.0083,0.9548,2895,1.0083
1.0389,1.0389,1.0389,25,1.0389
0.8861,1.0389,0.8861,10187,0.8937
1.0083,1.0083,0.8785,8153,0.9091
0.8861,0.9702,0.8861,5610,0.9014
0.8632,0.9932,0.8632,7560,0.9777
1.0312,1.0312,0.9166,13745,0.9319
0.9319,1.0312,0.9319,6684,0.9548
0.9932,0.9932,0.9319,6663,0.9319
0.9166,0.9932,0.9166,1329,0.9854
0.9548,0.9548,0.8097,212908,0.8403
0.8556,0.8708,0.7715,148101,0.825
0.8556,0.8556,0.7791,60200,0.7868
0.7639,0.8097,0.7409,43192,0.8097
0.8097,0.8479,0.7639,64757,0.8479
0.8097,0.8403,0.7945,71539,0.802
0.8174,0.8403,0.7945,95298,0.7945
0.7639,0.802,0.7258,22145,0.7945
0.8174,0.8403,0.7868,22695,0.8174
0.7715,0.825,0.7715,40320,0.802
0.8174,0.825,0.7791,15639,0.802
0.802,0.802,0.7562,1598,0.7945
0.7334,0.825,0.7334,15378,0.802
0.8174,0.8174,0.7562,12182,0.802
0.8403,0.8556,0.7639,81007,0.7945
0.8174,0.8174,0.7562,20780,0.7715
0.7562,0.7715,0.7334,11542,0.7715
0.7791,0.802,0.7562,11364,0.7715
0.7945,0.7945,0.7562,2480,0.7868
0.7639,0.7868,0.7486,8615,0.7486
0.7409,0.7562,0.7258,27052,0.7486
0.7334,0.8174,0.7334,191058,0.8174
0.7639,0.9091,0.7639,99859,0.8785
0.8937,0.8937,0.8174,17477,0.825
0.8403,0.9777,0.8403,143721,0.9472
0.9472,0.9854,0.9319,26995,0.9625
0.9932,1.0236,0.9625,55635,0.9932
1.016,1.0389,1.0083,73717,1.0312
1.0312,1.0389,0.9854,25023,1.0389
1.0007,1.0007,0.9396,86435,0.9854
0.9777,1.0312,0.9777,61238,1.0236
1.0312,1.0312,0.9625,36797,1.016
0.9854,1.016,0.9777,4636,0.9777
1.016,1.016,0.9625,10311,0.9777
0.9396,0.9854,0.9396,78103,0.9777
0.9854,1.0083,0.9472,14824,1.0083
1.0236,1.0236,1.016,8914,1.0236
1.0312,1.0465,1.0312,2639,1.0465
1.0618,1.0922,1.0618,22108,1.0694
1.0999,1.0999,1.0618,30990,1.0922
1.0999,1.1076,1.0542,51232,1.0771
1.0542,1.0771,1.0236,13696,1.0389
1.016,1.0771,1.016,7171,1.0618
1.0922,1.0922,0.9932,15320,1.016
1.0618,1.0618,0.9777,15303,1.0236
0.9932,1.0312,0.9932,5022,1.0312
1.0312,1.0389,0.9472,13156,0.9472
1.0083,1.0083,0.9396,13337,0.9854
1.016,1.016,0.9702,6010,0.9854
0.9932,1.0236,0.9777,73212,0.9777
1.016,1.0236,0.9777,42852,0.9777
1.0236,1.0312,0.9777,90037,1.0083
1.0465,1.0922,1.0083,50759,1.0922
1.0694,1.1763,1.0465,117301,1.1763
1.2146,1.2909,1.1459,75510,1.2146
1.2146,1.2604,1.1535,25534,1.2375
1.2756,1.3215,1.1687,54656,1.2069
1.184,1.2069,1.1228,43547,1.1612
1.1687,1.1687,1.0847,34023,1.1076
1.0694,1.1305,0.9472,101667,0.9472
0.9932,1.1535,0.9625,101735,1.1382
1.2146,1.2833,1.1917,103481,1.2756
1.2833,1.3292,1.1612,161668,1.184
1.184,1.2299,1.0999,96769,1.0999
1.0922,1.1687,1.0922,25764,1.1687
1.1459,1.1687,1.1228,59298,1.1459
1.0922,1.1687,1.0694,101070,1.1076
1.0465,1.1076,1.0083,59919,1.0236
1.0236,1.0465,0.9548,88483,0.9932
1.0312,1.0312,0.9702,50375,0.9777
0.9702,1.0083,0.9396,72370,0.9625
0.9854,1.0312,0.9396,33005,1.0236
1.0236,1.0922,1.0007,33884,1.0694
1.0618,1.0694,0.9932,19483,1.0618
1.0542,1.0847,0.9932,19375,1.0389
